ID_x,module-id,comment,exposure_time,current,voltage,iso,aperture,camera,filename,identifier,Crack,Contact,Corrosion,Interconnect,sinton_iv_id,Sample_ID,Batch_ID,Measurement_Date-Time,date_y,time_y,load_voltage,reference_constant,voltage_temperature_coefficient,temperature-offset,setpoint-initial,step-size-one,step-size-switch,step-size-two,setpoint-isc-voltage,pulse-wait-time,pulse-wait-time-voc,pulse-length,pulse-wait-time-voc-length,ID_y,User_ID,txt_filename,mfr_filename,Isc_(A),Voc_(V),Imp_(A),Vmp_(V),Pmp_(W),FF_(percent),Efficiency_(percent),Rsh_(ohm),Rs_(ohm),Jsc_(A/cm2),Voc_(V/cell),Jmp_(A/cm2),Vmp_(V/cell),Pmp_(W/cm2),Cell_Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),ILoad_(A),VLoad_(V),FFLoad_(percent),PLoad_(W),EffLoad_(percent),RsLoad_(ohm),JLoad_(A/cm2),VLoad_(V/cell),PLoad_(W/cm2),Cell_EffLoad_(percent),RsLoad_(ohm-cm2),Rs_Modulation_(ohm-cm2),Measured_Temperature_(C),Total_Test_Time_(s),pJmp_(A/cm2),pVmp_(V/cell),pPmp_(W/cm2),pFF_(percent),pEfficiency_(percent),n_at_1_sun,Jo1_(A/cm2),Jo2_(A/cm2),Jo_at_Vmp_(fA/cm2),Jo_at_Voc_(fA/cm2),Lifetime_at_Vmp_(us),Doping_(cm-3),Measured_Resistivity_(Ohm-cm),Measured_Thickness_(cm),Max_Intensity_(suns),Intensity_@_flash_cutoff_(suns),V_at_Isc_(V),dV/dt,V_Pad_0_(V),Capacitance_(uF/cm2),Pmp_Error_due_to_Capacitance_(percent),Pm/Pe,Total_IV_Curve_Loss_(percent),BulkSRH_AND_Jo_Power_Loss_(percent),Rs_Power_Loss_(percent),Rsh_Power_Loss_(percent),Richter_Limit_Efficiency_(percent),Delta_Power_per_(fA/cm2)_at_pVmp_(percent),Dark_Break_Interpolated,Calibration,Resistivity_(ohm-cm),Analysis_Resistivity_(ohm-cm),Sample_Type,Thickness_(cm),Cell_Area_(cm2),Total_Area_(cm2),Number_of_Cells_per_String,Number_of_Strings,Temperature_(C),Intensity_(suns),Analysis_Type,Nominal_Load_Voltage_(mV/cell),Rs_Modulation_Target_(ohm-cm2),Reference_Constant_(V/sun),Voltage_Temperature_Coefficient_(mV/C),Temperature_Offset_(C),Power_per_Sun_(W/m2),Conductivity_Modulation_(ohm-cm2/V),Auger_Coefficient,Band_Gap_Narrowing,Fit_Method,Carrier_Density_Center_Point_(cm-3),Percent_Fit,Lower_Bound_(cm-3),Upper_Bound_(cm-3),Rsh_Lifetime_Correction,Rsh_Measurement_Method,SunsVoc_Rsh_Voltage_(V),Do_Dark_Break_Measurement,Temperature_Measurement_Method,Number_of_dRsh_Points,dRsh_Output_Vlimit_(V),Current_Transfer,Voltage_Transfer,Temperature_Transfer,Final_Bin,Bin_Index,Do_Doping_Measurement,Doping_Sample_Time_(us),Doping_Measurement_Length_(us),Measurement_Type,Comments,Measurement_Date-Time_String,Software_Version,Recipe_Filename,Forward_Dark_IV_Interpolated?,Doping_Calibration_Factor_(V/sun),Vmp_Correction_Factor_(percent),Flash_1/e_Decay_Time_(ms),Missed_Flashes,Auger_Method,Photon_Recycling,Photon_Recycling_Equation,module_id,identifier_defect,Measurement_DateTime,square,ring,crack,bright_crack,hotspot,gridline_darkening,near_busbar,shattered,serial_number,datetime
,,,,,,,,,,20220129_191200_SHELL_M55_6320427397,,,,,20196.0,20220129_191139_6320427397_02,20220129_SHELL_M55,2022-01-29 19:12:00,20220129.0,191139,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24404.0,DJC,IVT20220129-SHELL_M55-20220129_191139_6320427397_X_02.txt,IVT20220129-SHELL_M55-20220129_191139_6320427397_X_02.mfr,3.076158,21.604889,2.764895,16.839321,46.558957,70.05556,11.012052,1419.778689,0.893451,0.029325,0.600136,0.026357,0.467759,0.012329,12.328926,4137.077346,2.603417,2.764895,16.839321,70.05556,46.558957,11.012052,0.893451,0.026357,0.467759,0.012329,12.328926,2.603417,6.395191,21.669282,47.733927,0.027595,0.519748,0.014342,81.496047,14.342313,0.978554,1.81e-12,2.57e-08,,,0.0,4190000000000000.0,3.369413,,1.169984,0.543439,1.947578,1762.457503,16.839321,2.284993,,,,,12.793098,0.442124,,,0.0,0.0,3.369413,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.693881,0.247326,2.2,-0.6,1000.0,17.379849,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 19:12,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0135,,,,,,,,,,,6320427397.0,2022-01-29 19:12:00
,,,,,,,,,,20220129_191400_SHELL_M55_6320427397,,,,,20197.0,20220129_191252_6320427397_01,20220129_SHELL_M55,2022-01-29 19:14:00,20220129.0,191252,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24405.0,DJC,IVT20220129-SHELL_M55-20220129_191252_6320427397_X_01.txt,IVT20220129-SHELL_M55-20220129_191252_6320427397_X_01.mfr,3.077404,21.605729,2.766402,16.769781,46.391956,69.773293,10.972553,1415.994576,0.917318,0.029337,0.600159,0.026372,0.465827,0.012285,12.284704,4126.050862,2.672963,2.766402,16.769781,69.773293,46.391956,10.972553,0.917318,0.026372,0.465827,0.012285,12.284704,2.672963,6.198559,21.744197,90.297584,0.027618,0.519501,0.014348,81.489592,14.347546,0.979133,1.81e-12,2.57e-08,,,0.0,4450000000000000.0,3.175388,,1.155333,0.105986,1.921911,1592.631159,16.769781,2.145902,,,,,13.143479,0.443077,,,0.0,0.0,3.175388,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.68668,0.247326,2.2,-0.6,1000.0,17.459101,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 19:14,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0135,,,,,,,,,,,6320427397.0,2022-01-29 19:14:00
20620.0,F0201-0135,X,3.0,0.025,16.304,1000,9/5,DSLR-CMOS,20220129_191607_SHELL_M55_6320427397_X_3s_0.025A_16.304V.jpg,20220129_191607_SHELL_M55_6320427397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:16:07
20621.0,F0201-0135,X,3.0,0.194,19.17,1000,9/5,DSLR-CMOS,20220129_191628_SHELL_M55_6320427397_X_3s_0.194A_19.170V.jpg,20220129_191628_SHELL_M55_6320427397,14.3791893,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:16:28
20622.0,F0201-0135,X,3.0,0.296,19.705,1000,9/5,DSLR-CMOS,20220129_191650_SHELL_M55_6320427397_X_3s_0.296A_19.705V.jpg,20220129_191650_SHELL_M55_6320427397,17.4960219,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:16:50
20623.0,F0201-0135,X,1.0,1.392,21.899,1000,9/5,DSLR-CMOS,20220129_191711_SHELL_M55_6320427397_X_1s_1.392A_21.899V.jpg,20220129_191711_SHELL_M55_6320427397,3.3603807,0.0,0.0006091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:17:11
20624.0,F0201-0135,X,1.0,2.394,22.904,1000,9/5,DSLR-CMOS,20220129_191727_SHELL_M55_6320427397_X_1s_2.394A_22.904V.jpg,20220129_191727_SHELL_M55_6320427397,3.9917767,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:17:27
20625.0,F0201-0135,X,1.0,3.392,23.68,1000,9/5,DSLR-CMOS,20220129_191743_SHELL_M55_6320427397_X_1s_3.392A_23.680V.jpg,20220129_191743_SHELL_M55_6320427397,0.5991625,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427397.0,2022-01-29 19:17:43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220131_161157_SHELL_M55_6320427397,2022-01-31 16:11:57,0.9821372369444444,0.0034057598491666,0.0381585234027777,0.0112769240266666,0.0300695242320555,0.0015132792616666,0.0018689849036111,0.0002727629463611,6320427397.0,2022-01-31 16:11:57
,,,,,,,,,,20170505_154500_SHELL_M55_6320427398,,,,,1733.0,6320427398,20170505_Shell,2017-05-05 15:45:00,20170505.0,HHMMSS,483.0,0.243168,2.2,-1.37,50.0,25.0,400.0,10.0,50.0,3000.0,3000.0,15000.0,180000.0,6022.0,Onkar,20170505-SHELL_M55-20170505_HHMMSS_6320427398_X_MN.txt,20170505-SHELL_M55-20170505_HHMMSS_6320427398_X_MN.mfr,3.188205,21.628381,2.840895,4.400131,12.500311,18.128028,2.956554,1315.954955,5.28753,0.030393,0.600788,0.027082,0.122226,0.00331,3.310113,3834.546521,15.407276,2.840895,4.400131,18.128028,12.500311,2.956554,5.28753,0.027082,0.122226,0.00331,3.310113,15.407276,3.798019,22.734539,127.98832,0.028605,0.520488,0.014889,81.538814,14.888695,0.982095,2.07e-12,2.73e-08,,,11.225602,,,,1.092043,0.096196,1.817107,1366.906432,4.400131,,,,,,,,,,0.0,0.0,1.2,,p-type,0.03,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,13.223143,0.243168,2.2,-1.37,1000.0,-133.365093,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,5/5/2017 15:45,,,,,,,,Sinton,,,F0201-0034,,,,,,,,,,,6320427398.0,2017-05-05 15:45:00
,,,,,,,,,,20170505_154628_SHELL_M55_6320427398,0.0,0.1257908,0.0047193,0.0207909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2017-05-05 15:46:28
,,,,,,,,,,20170505_154726_SHELL_M55_6320427398,0.0,0.1074487,0.0007908,0.0136479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2017-05-05 15:47:26
,,,,,,,,,,20220121_084700_SHELL_M55_6320427398,,,,,19889.0,20220121_084602_6320427398_01,20220121_SHELL_M55,2022-01-21 08:47:00,20220121.0,084602,483.0,0.247009972,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24092.0,DJC,IVT20220121-SHELL_M55-20220121_084602_6320427398_X_01.txt,IVT20220121-SHELL_M55-20220121_084602_6320427398_X_01.mfr,3.080697,21.622336,1.179625,19.439679,22.931535,34.425601,5.423731,1389.980226,1.437128,0.029368,0.60062,0.011245,0.539991,0.006072,6.072327,4050.247937,4.187633,1.179625,19.439679,34.425601,22.931535,5.423731,1.437128,0.011245,0.539991,0.006072,6.072327,4.187633,6.198989,21.458749,49.422311,0.027643,0.519743,0.014367,81.450324,14.367011,0.972683,1.82e-12,2.53e-08,,,0.0,4110000000000000.0,3.426704,,1.173548,0.541734,1.97375,2933.913837,19.439679,15.777983,,,,,8.021182,0.493564,,,0.0,1.0,3.426704,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,29.755698,0.24701,2.2,-0.6,1000.0,100.770894,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/21/2022 8:47,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0034,,,,,,,,,,,6320427398.0,2022-01-21 08:47:00
,,,,,,,,,,20220121_084800_SHELL_M55_6320427398,,,,,19890.0,20220121_084708_6320427398_02,20220121_SHELL_M55,2022-01-21 08:48:00,20220121.0,084708,483.0,0.247009972,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24093.0,DJC,IVT20220121-SHELL_M55-20220121_084708_6320427398_X_02.txt,IVT20220121-SHELL_M55-20220121_084708_6320427398_X_02.mfr,3.082682,21.619911,2.751023,15.279831,42.03516,63.071062,9.942091,1417.84013,1.492175,0.029387,0.600553,0.026225,0.42444,0.011131,11.131014,4131.4286,4.348032,2.751023,15.279831,63.071062,42.03516,9.942091,1.492175,0.026225,0.42444,0.011131,11.131014,4.348032,9.974074,21.526556,49.356569,0.02766,0.519895,0.01438,81.48118,14.380099,0.978337,1.81e-12,2.54e-08,,,0.0,4370000000000000.0,3.235482,,1.167186,0.546046,1.995371,3461.458396,15.279831,2.376411,,,,,21.17638,0.443513,,,0.0,1.0,3.235482,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,13.101367,0.24701,2.2,-0.6,1000.0,18.91363,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/21/2022 8:48,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0034,,,,,,,,,,,6320427398.0,2022-01-21 08:48:00
,,,,,,,,,,20220121_085000_SHELL_M55_6320427398,,,,,19891.0,20220121_084822_6320427398_01,20220121_SHELL_M55,2022-01-21 08:50:00,20220121.0,084822,483.0,0.247009972,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24094.0,DJC,IVT20220121-SHELL_M55-20220121_084822_6320427398_X_01.txt,IVT20220121-SHELL_M55-20220121_084822_6320427398_X_01.mfr,3.083224,21.619387,2.667754,14.607924,38.970353,58.463645,9.217207,1391.51956,1.87987,0.029392,0.600539,0.025431,0.405776,0.010319,10.319445,4054.733386,5.477734,2.667754,14.607924,58.463645,38.970353,9.217207,1.87987,0.025431,0.405776,0.010319,10.319445,5.477734,9.20075,21.603711,90.233701,0.027665,0.519893,0.014383,81.485317,14.383011,0.980383,1.81e-12,2.54e-08,,,0.0,4220000000000000.0,3.341936,,1.166201,0.105625,2.00638,2889.221968,14.607924,3.167565,,,,,25.556968,0.457373,,,0.0,1.0,3.341936,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,9.316847,0.24701,2.2,-0.6,1000.0,15.677721,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/21/2022 8:50,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0034,,,,,,,,,,,6320427398.0,2022-01-21 08:50:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220126_101202_SHELL_M55_6320427398,2022-01-26 10:12:02,0.978815336388889,0.0029544456455555,0.0560596252305555,0.0085084474066666,0.0486592641294333,0.0012056259419444,0.0016175732727777,0.0001675528443333,6320427398.0,2022-01-26 10:12:02
20146.0,F0201-0034,X,3.0,0.025,16.317,1000,9/5,DSLR-CMOS,20220128_155145_SHELL_M55_6320427398_X_3s_0.025A_16.317V.jpg,20220128_155145_SHELL_M55_6320427398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:51:45
20147.0,F0201-0034,X,3.0,0.194,19.249,1000,9/5,DSLR-CMOS,20220128_155214_SHELL_M55_6320427398_X_3s_0.194A_19.249V.jpg,20220128_155214_SHELL_M55_6320427398,7.1053599,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:52:14
20148.0,F0201-0034,X,3.0,0.296,19.827,1000,9/5,DSLR-CMOS,20220128_155243_SHELL_M55_6320427398_X_3s_0.296A_19.827V.jpg,20220128_155243_SHELL_M55_6320427398,12.8097327,0.0029295,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:52:43
20149.0,F0201-0034,X,1.0,1.392,22.448,1000,9/5,DSLR-CMOS,20220128_155312_SHELL_M55_6320427398_X_1s_1.392A_22.448V.jpg,20220128_155312_SHELL_M55_6320427398,1.4118625,0.0,0.0002041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:53:12
20150.0,F0201-0034,X,1.0,2.394,24.67,1000,9/5,DSLR-CMOS,20220128_155335_SHELL_M55_6320427398_X_1s_2.394A_24.670V.jpg,20220128_155335_SHELL_M55_6320427398,3.5604821,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:53:35
20151.0,F0201-0034,X,1.0,3.392,25.804,1000,9/5,DSLR-CMOS,20220128_155358_SHELL_M55_6320427398_X_1s_3.392A_25.804V.jpg,20220128_155358_SHELL_M55_6320427398,0.9775513,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427398.0,2022-01-28 15:53:58
,,,,,,,,,,20220129_181000_SHELL_M55_6320427399,,,,,20180.0,20220129_180943_6320427399_01,20220129_SHELL_M55,2022-01-29 18:10:00,20220129.0,180943,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24388.0,DJC,IVT20220129-SHELL_M55-20220129_180943_6320427399_X_01.txt,IVT20220129-SHELL_M55-20220129_180943_6320427399_X_01.mfr,3.109338,21.562191,2.676799,15.294444,40.940145,61.064458,9.6831,1534.181905,1.615278,0.029641,0.59895,0.025518,0.424846,0.010841,10.841051,4470.435607,4.706739,2.676799,15.294444,61.064458,40.940145,9.6831,1.615278,0.025518,0.424846,0.010841,10.841051,4.706739,11.020823,21.97014,49.306364,0.027931,0.518648,0.014486,81.597131,14.48631,0.961045,1.96e-12,2.41e-08,,,0.0,4100000000000000.0,3.439202,,1.172183,0.543822,2.069786,3374.576157,15.294444,3.244219,,,,,22.03958,0.411258,,,0.0,0.0,3.439202,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,10.781878,0.247326,2.2,-0.6,1000.0,23.064332,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 18:10,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0143,,,,,,,,,,,6320427399.0,2022-01-29 18:10:00
,,,,,,,,,,20220129_181100_SHELL_M55_6320427399,,,,,20181.0,20220129_181049_6320427399_02,20220129_SHELL_M55,2022-01-29 18:11:00,20220129.0,181049,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24389.0,DJC,IVT20220129-SHELL_M55-20220129_181049_6320427399_X_02.txt,IVT20220129-SHELL_M55-20220129_181049_6320427399_X_02.mfr,3.112466,21.555728,2.58389,15.918757,41.132321,61.307817,9.728553,1564.410387,1.51204,0.029671,0.59877,0.024632,0.442188,0.010892,10.89194,4558.518045,4.405918,2.58389,15.918757,61.307817,41.132321,9.728553,1.51204,0.024632,0.442188,0.010892,10.89194,4.405918,8.048736,22.020625,49.429007,0.027961,0.518687,0.014503,81.635046,14.503273,0.961757,1.95e-12,2.43e-08,,,0.0,4150000000000000.0,3.395041,,1.162644,0.542181,2.043104,3236.09339,15.918757,3.993816,,,,,19.70647,0.407168,,,0.0,0.0,3.395041,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,10.67709,0.247326,2.2,-0.6,1000.0,9.505974,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 18:11,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0143,,,,,,,,,,,6320427399.0,2022-01-29 18:11:00
,,,,,,,,,,20220129_181300_SHELL_M55_6320427399,,,,,20182.0,20220129_181204_6320427399_01,20220129_SHELL_M55,2022-01-29 18:13:00,20220129.0,181204,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24390.0,DJC,IVT20220129-SHELL_M55-20220129_181204_6320427399_X_01.txt,IVT20220129-SHELL_M55-20220129_181204_6320427399_X_01.mfr,3.113451,21.552339,2.614587,15.28639,39.967594,59.562318,9.453073,1530.774724,1.712818,0.02968,0.598676,0.024925,0.424622,0.010584,10.583517,4460.50746,4.99096,2.614587,15.28639,59.562318,39.967594,9.453073,1.712818,0.024925,0.424622,0.010584,10.583517,4.99096,10.895335,22.082663,90.337658,0.02797,0.518687,0.014508,81.646116,14.507546,0.960712,1.96e-12,2.42e-08,,,0.0,4190000000000000.0,3.364579,,1.160078,0.106045,2.007874,3185.979546,15.28639,3.709186,,,,,22.658125,0.414703,,,0.0,0.0,3.364579,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,10.508359,0.247326,2.2,-0.6,1000.0,43.190372,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 18:13,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0143,,,,,,,,,,,6320427399.0,2022-01-29 18:13:00
20590.0,F0201-0143,X,3.0,0.025,16.344,1000,9/5,DSLR-CMOS,20220129_181518_SHELL_M55_6320427399_X_3s_0.025A_16.344V.jpg,20220129_181518_SHELL_M55_6320427399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427399.0,2022-01-29 18:15:18
20591.0,F0201-0143,X,3.0,0.194,19.288,1000,9/5,DSLR-CMOS,20220129_181540_SHELL_M55_6320427399_X_3s_0.194A_19.288V.jpg,20220129_181540_SHELL_M55_6320427399,7.4654049,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427399.0,2022-01-29 18:15:40
20592.0,F0201-0143,X,3.0,0.296,19.907,1000,9/5,DSLR-CMOS,20220129_181601_SHELL_M55_6320427399_X_3s_0.296A_19.907V.jpg,20220129_181601_SHELL_M55_6320427399,10.9024309,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427399.0,2022-01-29 18:16:01
