filename,file_size,file_attributes,region_count,region_id,region_shape_attributes
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_44.png,91854,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_130652_YINGLI_YL235P-29B_122001020499_100Cycles-1000Pa_s_A_V_cell_33.png,95850,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_33.png,95857,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_132519_YINGLI_YL235P-29B_122001020499_200Cycles-1000Pa_s_A_V_cell_54.png,103243,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_33.png,91446,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_44.png,113090,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_45.png,95140,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_135452_YINGLI_YL235P-29B_122001020499_300Cycles-1000Pa_s_A_V_cell_46.png,92271,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_33.png,89725,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_143743_YINGLI_YL235P-29B_122001020499_500Cycles-1000Pa_s_A_V_cell_44.png,108638,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_25.png,99400,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_33.png,96409,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_150452_YINGLI_YL235P-29B_122001020499_600Cycles-1000Pa_s_A_V_cell_44.png,117312,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_33.png,112080,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170510_154302_YINGLI_YL235P-29B_122001020499_700Cycles-1000Pa_s_A_V_cell_43.png,123291,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
